row_index,ticket_code,line_code,channel_code,kind_flag,date_token,worker_code,qty_token,state_flag,service_code,meta_1,meta_2,group_code,price_token_raw
4084,0790,01,05,R,20260220,24,8,O,0310,3,3,18,T@
4085,0790,02,05,R,20260220,24,8,O,0316,3,3,20,?b@
4086,0791,01,05,R,20260220,55,3,O,0001,1,2,00,5@
4087,0791,02,05,R,20260220,55,3,O,0022,1,1,01,@
4088,0791,03,05,R,20260220,31,2,O,0043,1,2,03,?Q@
4089,0791,04,05,R,20260220,31,2,O,0053,1,2,12,@
4090,0792,01,05,R,20260220,14,2,O,0003,1,2,00,9@
4091,0792,02,05,R,20260220,14,2,O,0022,1,1,01,@
4092,0792,03,05,R,20260220,14,2,O,0043,1,2,03,I@
4093,0792,04,05,R,20260220,14,2,O,0077,1,1,06,n@
4094,0792,05,05,R,20260220,14,2,O,0078,1,1,06,9@
4095,0792,06,05,R,20260220,14,2,O,0067,1,1,06,D@
4096,0792,07,05,R,20260220,14,2,O,0053,1,2,12,@
4097,0792,08,05,R,20260220,14,2,O,0001,1,2,00,5@
4098,0792,09,05,R,20260220,14,2,O,0022,1,1,01,@
4099,0792,10,05,R,20260220,14,2,O,0010,1,2,02,@P@
4100,0792,11,05,R,20260220,14,2,O,0043,1,2,03,M@
4101,0793,01,05,R,20260220,14,2,O,0200,4,4,08,?c@
4102,0793,02,05,R,20260220,14,2,O,0200,4,4,08,?p@
4103,0794,01,05,R,20260220,94,9,O,0001,1,2,00,0KARTA 10 WIZYTA RAFA?
4104,0794,02,05,R,20260220,94,9,O,0022,1,1,01,0KARTA 10 WIZYTA RAFA?
4105,0794,03,05,R,20260220,94,9,O,0043,1,2,03,0KARTA 10 WIZYTA RAFA?
4106,0795,01,05,R,20260220,08,3,O,0101,2,2,00,5@
4107,0795,02,05,R,20260220,12,2,O,0110,2,2,02,@Q@
4108,0795,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4109,0796,01,05,R,20260220,55,3,O,0001,1,2,00,5@
4110,0796,02,05,R,20260220,55,3,O,0022,1,1,01,@
4111,0796,03,05,R,20260220,48,2,O,0043,1,2,03,?Q@
4112,0797,01,05,R,20260220,24,8,O,0311,3,3,18,^@
4113,0798,01,05,R,20260220,55,3,O,0001,1,2,00,5@
4114,0798,02,05,R,20260220,55,3,O,0022,1,1,01,@
4115,0798,03,05,R,20260220,48,2,O,0043,1,2,03,?Q@
4116,0798,04,05,R,20260220,48,2,O,0053,1,2,12,@
4117,0799,01,05,R,20260220,12,2,O,0101,2,2,00,5@
4118,0799,02,05,R,20260220,12,2,O,0110,2,2,02,@Q@
4119,0799,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4120,0800,01,05,R,20260220,55,3,O,0003,1,2,00,9@
4121,0800,02,05,R,20260220,55,3,O,0022,1,1,01,@
4122,0800,03,05,R,20260220,31,2,O,0043,1,2,03,I@
4123,0800,04,05,R,20260220,31,2,O,0077,1,1,06,n@
4124,0800,05,05,R,20260220,55,3,O,0078,1,1,06,9@
4125,0800,06,05,R,20260220,31,2,O,0053,1,2,12,@
4126,0800,07,05,R,20260220,31,2,O,0008,1,2,02,?F@
4127,0801,01,05,R,20260220,24,8,O,0708,3,3,36,9@
4128,0802,01,05,R,20260220,55,3,O,0001,1,2,00,5@
4129,0802,02,05,R,20260220,35,2,O,0010,1,2,02,?K@
4130,0802,03,05,R,20260220,55,3,O,0022,1,1,01,@
4131,0802,04,05,R,20260220,35,2,O,0043,1,2,03,?K@
4132,0802,05,05,R,20260220,35,2,O,0053,1,2,12,@
4133,0803,01,05,R,20260220,55,3,O,0001,1,2,00,5@
4134,0803,02,05,R,20260220,48,2,O,0010,1,2,02,?K@
4135,0803,03,05,R,20260220,55,3,O,0022,1,1,01,@
4136,0803,04,05,R,20260220,48,2,O,0042,1,2,03,?K@
4137,0803,05,05,R,20260220,48,2,O,0053,1,2,12,@
4138,0804,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4139,0804,02,05,R,20260220,08,3,O,0022,1,1,01,@
4140,0804,03,05,R,20260220,12,2,O,0043,1,2,03,I@
4141,0804,04,05,R,20260220,12,2,O,0077,1,1,06,n@
4142,0804,05,05,R,20260220,08,3,O,0078,1,1,06,9@
4143,0804,06,05,R,20260220,12,2,O,0053,1,2,12,@
4144,0804,07,05,R,20260220,12,2,O,0007,1,2,02,@V@
4145,0805,01,05,R,20260220,08,3,O,0001,1,2,00,5@
4146,0805,02,05,R,20260220,48,2,O,0010,1,2,02,?K@
4147,0805,03,05,R,20260220,08,3,O,0022,1,1,01,@
4148,0805,04,05,R,20260220,48,2,O,0043,1,2,03,?K@
4149,0805,05,05,R,20260220,48,2,O,0053,1,2,12,@
4150,0806,01,05,R,20260220,14,2,O,0001,1,2,00,5@
4151,0806,02,05,R,20260220,14,2,O,0022,1,1,01,@
4152,0806,03,05,R,20260220,14,2,O,0010,1,2,02,@P@
4153,0806,04,05,R,20260220,14,2,O,0043,1,2,03,M@
4154,0806,05,05,R,20260220,14,2,O,0053,1,2,12,@
4155,0807,01,05,R,20260220,08,3,O,0001,1,2,00,5@
4156,0807,02,05,R,20260220,35,2,O,0010,1,2,02,?K@
4157,0807,03,05,R,20260220,08,3,O,0022,1,1,01,@
4158,0807,04,05,R,20260220,35,2,O,0043,1,2,03,?K@
4159,0807,05,05,R,20260220,35,2,O,0053,1,2,12,@
4160,0808,01,05,R,20260220,08,3,O,0101,2,2,00,5@
4161,0808,02,05,R,20260220,12,2,O,0136,2,2,02,?H@
4162,0808,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4163,0808,04,05,R,20260220,12,2,O,0150,2,2,12,@
4164,0809,01,05,R,20260220,48,2,O,0001,1,2,00,5@
4165,0809,02,05,R,20260220,48,2,O,0010,1,2,02,?K@
4166,0809,03,05,R,20260220,48,2,O,0022,1,1,01,@
4167,0809,04,05,R,20260220,48,2,O,0043,1,2,03,?K@
4168,0809,05,05,R,20260220,48,2,O,0053,1,2,12,@
4169,0810,01,05,R,20260220,08,3,O,0001,1,2,00,5@
4170,0810,02,05,R,20260220,35,2,O,0010,1,2,02,?K@
4171,0810,03,05,R,20260220,08,3,O,0022,1,1,01,@
4172,0810,04,05,R,20260220,35,2,O,0042,1,2,03,?K@
4173,0810,05,05,R,20260220,35,2,O,0053,1,2,12,@
4174,0811,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4175,0811,02,05,R,20260220,08,3,O,0022,1,1,01,@
4176,0811,03,05,R,20260220,14,2,O,0042,1,2,03,I@
4177,0811,04,05,R,20260220,14,2,O,0076,1,1,06,?g@
4178,0811,05,05,R,20260220,14,2,O,0078,1,1,06,9@
4179,0811,06,05,R,20260220,14,2,O,0053,1,2,12,@
4180,0811,07,05,R,20260220,14,2,O,0007,1,2,02,?[@
4181,0812,01,05,R,20260220,35,2,O,0001,1,2,00,5@
4182,0812,02,05,R,20260220,35,2,O,0010,1,2,02,?K@
4183,0812,03,05,R,20260220,35,2,O,0022,1,1,01,@
4184,0812,04,05,R,20260220,35,2,O,0042,1,2,03,?K@
4185,0812,05,05,R,20260220,35,2,O,0053,1,2,12,@
4186,0813,01,05,R,20260220,08,3,O,0101,2,2,00,5@
4187,0813,02,05,R,20260220,12,2,O,0136,2,2,02,?H@
4188,0813,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4189,0813,04,05,R,20260220,12,2,O,0150,2,2,12,@
4190,0814,01,05,R,20260220,24,8,O,0301,3,3,16,?A@
4191,0815,01,05,R,20260220,24,8,O,0329,3,3,18,?g@
4192,0815,02,05,R,20260220,24,8,O,0316,3,3,20,?b@
4193,0816,01,05,R,20260220,08,3,O,0001,1,2,00,5@
4194,0816,02,05,R,20260220,08,3,O,0022,1,1,01,@
4195,0816,03,05,R,20260220,12,2,O,0041,1,2,03,?Q@
4196,0816,04,05,R,20260220,12,2,O,0053,1,2,12,@
4197,0816,05,05,R,20260220,96,2,O,0521,1,1,01,"?p=
?#!@"
4198,0816,06,05,R,20260220,96,2,O,0512,1,1,01,)\???HS@
4199,0816,07,05,R,20260220,96,2,O,0502,1,2,00,"?G?z?,@"
4200,0817,01,05,R,20260220,48,2,O,0200,4,4,08,?c@
4201,0818,01,05,R,20260220,48,2,O,0101,2,2,00,5@
4202,0818,02,05,R,20260220,48,2,O,0110,2,2,02,@Q@
4203,0818,03,05,R,20260220,48,2,O,0147,2,2,03,"""@"
4204,0818,04,05,R,20260220,48,2,O,0150,2,2,12,@
4205,0819,01,05,R,20260220,48,2,O,0006,1,2,00,7@
4206,0819,02,05,R,20260220,48,2,O,0040,1,1,01,>@
4207,0819,03,05,R,20260220,48,2,O,0046,1,2,03,?S@
4208,0819,04,05,R,20260220,48,2,O,0019,1,1,01,.@
4209,0820,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4210,0820,02,05,R,20260220,08,3,O,0022,1,1,01,@
4211,0820,03,05,R,20260220,14,2,O,0043,1,2,03,I@
4212,0820,04,05,R,20260220,14,2,O,0077,1,1,06,n@
4213,0820,05,05,R,20260220,14,2,O,0078,1,1,06,9@
4214,0820,06,05,R,20260220,14,2,O,0053,1,2,12,@
4215,0820,07,05,R,20260220,14,2,O,0007,1,2,02,?[@
4216,0821,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4217,0821,02,05,R,20260220,08,3,O,0022,1,1,01,@
4218,0821,03,05,R,20260220,12,2,O,0042,1,2,03,I@
4219,0821,04,05,R,20260220,12,2,O,0076,1,1,06,?g@
4220,0821,05,05,R,20260220,08,3,O,0078,1,1,06,9@
4221,0821,06,05,R,20260220,12,2,O,0053,1,2,12,@
4222,0822,01,05,R,20260220,08,3,O,0101,2,2,00,5@
4223,0822,02,05,R,20260220,12,2,O,0110,2,2,02,@Q@
4224,0822,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4225,0822,04,05,R,20260220,12,2,O,0150,2,2,12,@
4226,0823,01,05,R,20260220,08,3,O,0101,2,2,00,5@
4227,0823,02,05,R,20260220,12,2,O,0110,2,2,02,@Q@
4228,0823,03,05,R,20260220,12,2,O,0147,2,2,03,"""@"
4229,0824,01,05,R,20260220,08,3,O,0001,1,2,00,5@
4230,0824,02,05,R,20260220,08,3,O,0022,1,1,01,@
4231,0824,03,05,R,20260220,14,2,O,0010,1,2,02,@P@
4232,0824,04,05,R,20260220,14,2,O,0043,1,2,03,M@
4233,0824,05,05,R,20260220,14,2,O,0053,1,2,12,@
4234,0824,06,05,R,20260220,14,2,O,0515,1,1,01,?f@
4235,0824,07,05,R,20260220,14,2,O,0502,1,2,00,4@
4236,0825,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4237,0825,02,05,R,20260220,08,3,O,0022,1,1,01,@
4238,0825,03,05,R,20260220,35,2,O,0042,1,2,03,I@
4239,0825,04,05,R,20260220,35,2,O,0076,1,1,06,?g@
4240,0825,05,05,R,20260220,35,2,O,0078,1,1,06,9@
4241,0825,06,05,R,20260220,35,2,O,0053,1,2,12,@
4242,0826,01,05,R,20260220,48,2,O,0001,1,2,00,5@
4243,0826,02,05,R,20260220,48,2,O,0022,1,1,01,@
4244,0826,03,05,R,20260220,48,2,O,0043,1,2,03,?Q@
4245,0826,04,05,R,20260220,48,2,O,0053,1,2,12,@
4246,0827,01,05,R,20260220,08,3,O,0003,1,2,00,9@
4247,0827,02,05,R,20260220,08,3,O,0022,1,1,01,@
4248,0827,03,05,R,20260220,12,2,O,0042,1,2,03,I@
4249,0827,04,05,R,20260220,12,2,O,0076,1,1,06,?g@
4250,0827,05,05,R,20260220,08,3,O,0078,1,1,06,9@
4251,0827,06,05,R,20260220,12,2,O,0053,1,2,12,@
4252,0828,01,05,R,20260220,24,8,O,0319,3,3,18,^@
4253,0828,02,05,R,20260220,24,8,O,0332,3,3,20,@e@
4254,0829,01,05,R,20260220,35,2,O,0003,1,2,00,9@
4255,0829,02,05,R,20260220,35,2,O,0022,1,1,01,@
4256,0829,03,05,R,20260220,35,2,O,0042,1,2,03,I@
4257,0829,04,05,R,20260220,35,2,O,0063,1,1,04,?a@
4258,0829,05,05,R,20260220,35,2,O,0065,1,1,04,>@
4259,0829,06,05,R,20260220,35,2,O,0076,1,1,06,`c@
4260,0829,07,05,R,20260220,35,2,O,0078,1,1,06,4@
4261,0829,08,05,R,20260220,35,2,O,0053,1,2,12,@
4262,0829,09,05,R,20260220,35,2,O,0007,1,2,02,@V@
4263,0829,10,05,R,20260220,80,9,O,0066,1,1,04,(?@0
4264,0830,01,05,R,20260221,06,2,O,0008,1,2,02,?F@
4265,0831,01,05,R,20260221,48,2,O,0008,1,2,02,?F@
4266,0832,01,05,R,20260221,24,8,O,0705,3,3,36,D@
4267,0832,02,05,R,20260221,24,8,O,0303,3,3,16,@P@
4268,0833,01,05,R,20260221,48,2,O,0001,1,2,00,5@
4269,0833,02,05,R,20260221,48,2,O,0010,1,2,02,?K@
4270,0833,03,05,R,20260221,48,2,O,0022,1,1,01,@
4271,0833,04,05,R,20260221,48,2,O,0042,1,2,03,?K@
4272,0833,05,05,R,20260221,48,2,O,0053,1,2,12,@
4273,0834,01,05,R,20260221,33,3,O,0101,2,2,00,5@
4274,0834,02,05,R,20260221,12,2,O,0110,2,2,02,@Q@
4275,0834,03,05,R,20260221,12,2,O,0147,2,2,03,"""@"
4276,0834,04,05,R,20260221,12,2,O,0186,2,1,06,.@
4277,0834,05,05,R,20260221,12,2,O,0185,2,1,06,?R@
4278,0834,06,05,R,20260221,12,2,O,0150,2,2,12,@
4279,0835,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4280,0835,02,05,R,20260221,41,2,O,0010,1,2,02,?K@
4281,0835,03,05,R,20260221,33,3,O,0022,1,1,01,@
4282,0835,04,05,R,20260221,41,2,O,0041,1,2,03,?K@
4283,0835,05,05,R,20260221,41,2,O,0053,1,2,12,@
4284,0836,01,05,R,20260221,41,2,O,0003,1,2,00,9@
4285,0836,02,05,R,20260221,41,2,O,0022,1,1,01,@
4286,0836,03,05,R,20260221,41,2,O,0042,1,2,03,I@
4287,0836,04,05,R,20260221,41,2,O,0076,1,1,06,?g@
4288,0836,05,05,R,20260221,48,2,O,0078,1,1,06,9@
4289,0836,06,05,R,20260221,41,2,O,0007,1,2,02,@V@
4290,0836,07,05,R,20260221,41,2,O,0003,1,2,00,9@
4291,0836,08,05,R,20260221,41,2,O,0073,1,1,04,?T@
4292,0836,09,05,R,20260221,41,2,O,0074,1,1,04,$@
4293,0836,10,05,R,20260221,41,2,O,0019,1,1,01,.@
4294,0836,11,05,R,20260221,41,2,O,0021,1,1,01,P@
4295,0837,01,05,R,20260221,24,8,O,0325,3,3,18,d@
4296,0837,02,05,R,20260221,24,8,O,0315,3,3,20,?a@
4297,0838,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4298,0838,02,05,R,20260221,33,3,O,0022,1,1,01,@
4299,0838,03,05,R,20260221,48,2,O,0043,1,2,03,?Q@
4300,0838,04,05,R,20260221,48,2,O,0053,1,2,12,@
4301,0839,01,05,R,20260221,08,3,O,0101,2,2,00,5@
4302,0839,02,05,R,20260221,12,2,O,0110,2,2,02,@Q@
4303,0839,03,05,R,20260221,12,2,O,0147,2,2,03,"""@"
4304,0839,04,05,R,20260221,12,2,O,0150,2,2,12,@
4305,0840,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4306,0840,02,05,R,20260221,33,3,O,0022,1,1,01,@
4307,0840,03,05,R,20260221,41,2,O,0043,1,2,03,?Q@
4308,0840,04,05,R,20260221,41,2,O,0053,1,2,12,@
4309,0841,01,05,R,20260221,08,3,O,0001,1,2,00,5@
4310,0841,02,05,R,20260221,12,2,O,0035,1,2,02,?J@
4311,0841,03,05,R,20260221,08,3,O,0022,1,1,01,@
4312,0841,04,05,R,20260221,12,2,O,0041,1,2,03,4@
4313,0841,05,05,R,20260221,08,3,O,0521,1,1,01,$@
4314,0841,06,05,R,20260221,12,2,O,0512,1,1,01,?V@
4315,0842,01,05,R,20260221,08,3,O,0003,1,2,00,?t@0
4316,0842,02,05,R,20260221,08,3,O,0022,1,1,01,?t@0
4317,0842,03,05,R,20260221,31,2,O,0042,1,2,03,?t@0
4318,0842,04,05,R,20260221,31,2,O,0076,1,1,06,?g@
4319,0842,05,05,R,20260221,08,3,O,0078,1,1,06,9@
4320,0842,06,05,R,20260221,31,2,O,0053,1,2,12,@
4321,0842,07,05,R,20260221,31,2,O,0007,1,2,02,?[@
4322,0843,01,05,R,20260221,08,3,O,0001,1,2,00,5@
4323,0843,02,05,R,20260221,31,2,O,0010,1,2,02,?K@
4324,0843,03,05,R,20260221,08,3,O,0022,1,1,01,@
4325,0843,04,05,R,20260221,31,2,O,0041,1,2,03,?K@
4326,0844,01,05,R,20260221,08,3,O,0001,1,2,00,5@
4327,0844,02,05,R,20260221,41,2,O,0010,1,2,02,?K@
4328,0844,03,05,R,20260221,08,3,O,0022,1,1,01,@
4329,0844,04,05,R,20260221,41,2,O,0042,1,2,03,?K@
4330,0844,05,05,R,20260221,41,2,O,0053,1,2,12,@
4331,0845,01,05,R,20260221,33,3,O,0101,2,2,00,5@
4332,0845,02,05,R,20260221,12,2,O,0137,2,2,02,?M@
4333,0845,03,05,R,20260221,12,2,O,0147,2,2,03,"""@"
4334,0845,04,05,R,20260221,12,2,O,0150,2,2,12,@
4335,0846,01,05,R,20260221,08,3,O,0003,1,2,00,9@
4336,0846,02,05,R,20260221,08,3,O,0022,1,1,01,@
4337,0846,03,05,R,20260221,31,2,O,0043,1,2,03,I@
4338,0846,04,05,R,20260221,31,2,O,0077,1,1,06,n@
4339,0846,05,05,R,20260221,08,3,O,0078,1,1,06,9@
4340,0846,06,05,R,20260221,31,2,O,0053,1,2,12,@
4341,0846,07,05,R,20260221,31,2,O,0007,1,2,02,?[@
4342,0847,01,05,R,20260221,35,2,O,0003,1,2,00,9@
4343,0847,02,05,R,20260221,35,2,O,0022,1,1,01,@
4344,0847,03,05,R,20260221,35,2,O,0042,1,2,03,I@
4345,0847,04,05,R,20260221,35,2,O,0063,1,1,04,?a@
4346,0847,05,05,R,20260221,35,2,O,0065,1,1,04,>@
4347,0847,06,05,R,20260221,35,2,O,0076,1,1,06,`c@
4348,0847,07,05,R,20260221,35,2,O,0078,1,1,06,4@
4349,0847,08,05,R,20260221,35,2,O,0007,1,2,02,@V@
4350,0847,09,05,R,20260221,35,2,O,0053,1,2,12,@
4351,0848,01,05,R,20260221,94,9,O,0001,1,2,00,0KARTA10WIZ KATARZYNA SKRZYPEK
4352,0848,02,05,R,20260221,94,9,O,0022,1,1,01,0KARTA10WIZ KATARZYNA SKRZYPEK
4353,0848,03,05,R,20260221,94,9,O,0043,1,2,03,0KARTA10WIZ KATARZYNA SKRZYPEK
4354,0848,04,05,R,20260221,94,9,O,0053,1,2,12,0KARTA10WIZ KATARZYNA SKRZYPEK
4355,0849,01,05,R,20260221,33,3,O,0101,2,2,00,5@
4356,0849,02,05,R,20260221,12,2,O,0110,2,2,02,@Q@
4357,0849,03,05,R,20260221,12,2,O,0147,2,2,03,"""@"
4358,0849,04,05,R,20260221,12,2,O,0150,2,2,12,@
4359,0850,01,05,R,20260221,48,2,O,0003,1,2,00,*@
4360,0850,02,05,R,20260221,48,2,O,0022,1,1,01,@
4361,0850,03,05,R,20260221,48,2,O,0043,1,2,03,>@
4362,0850,04,05,R,20260221,48,2,O,0064,1,1,04,?`@
4363,0850,05,05,R,20260221,48,2,O,0065,1,1,04,I@
4364,0850,06,05,R,20260221,48,2,O,0077,1,1,06,?g@
4365,0850,07,05,R,20260221,48,2,O,0078,1,1,06,9@
4366,0850,08,05,R,20260221,48,2,O,0083,1,1,06,T@
4367,0850,09,05,R,20260221,48,2,O,0084,1,1,06,4@
4368,0850,10,05,R,20260221,48,2,O,0053,1,2,12,@
4369,0850,11,05,R,20260221,48,2,O,0053,1,2,12,(@
4370,0851,01,05,R,20260221,08,3,O,0003,1,2,00,9@
4371,0851,02,05,R,20260221,08,3,O,0022,1,1,01,@
4372,0851,03,05,R,20260221,31,2,O,0042,1,2,03,I@
4373,0851,04,05,R,20260221,31,2,O,0076,1,1,06,?g@
4374,0851,05,05,R,20260221,08,3,O,0078,1,1,06,9@
4375,0851,06,05,R,20260221,31,2,O,0053,1,2,12,@
4376,0851,07,05,R,20260221,31,2,O,0007,1,2,02,?[@
4377,0851,08,05,R,20260221,96,2,O,0029,1,1,09,4@
4378,0851,09,05,R,20260221,96,2,O,0012,1,1,09,?]@
4379,0851,10,05,R,20260221,96,2,O,0034,1,1,01,&@
4380,0852,01,05,R,20260221,08,3,O,0101,2,2,00,5@
4381,0852,02,05,R,20260221,31,2,O,0110,2,2,02,@Q@
4382,0852,03,05,R,20260221,31,2,O,0147,2,2,03,"""@"
4383,0852,04,05,R,20260221,31,2,O,0150,2,2,12,@
4384,0853,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4385,0853,02,05,R,20260221,41,2,O,0035,1,2,02,C@
4386,0853,03,05,R,20260221,41,2,O,0041,1,2,03,4@
4387,0853,04,05,R,20260221,33,3,O,0001,1,2,00,5@
4388,0853,05,05,R,20260221,33,3,O,0022,1,1,01,@
4389,0853,06,05,R,20260221,41,3,O,0043,1,2,03,?Q@
4390,0853,07,05,R,20260221,33,3,O,0044,1,2,03,V@
4391,0853,08,05,R,20260221,41,3,O,0053,1,2,12,@
4392,0853,09,05,R,20260221,41,2,O,0053,1,2,12,@
4393,0854,01,05,R,20260221,08,3,O,0101,2,2,00,5@
4394,0854,02,05,R,20260221,41,2,O,0110,2,2,02,@Q@
4395,0854,03,05,R,20260221,41,2,O,0147,2,2,03,"""@"
4396,0854,04,05,R,20260221,41,2,O,0129,2,1,09,4@
4397,0854,05,05,R,20260221,41,2,O,0115,2,1,09,?M@
4398,0854,06,05,R,20260221,41,2,O,0150,2,2,12,@
4399,0854,07,05,R,20260221,41,2,O,0108,2,2,02,?A@
4400,0854,08,05,R,20260221,41,2,O,0107,2,2,02,9@
4401,0855,01,05,R,20260221,87,7,O,0204,4,4,08,$@
4402,0856,01,05,R,20260221,24,8,O,0300,3,3,16,?A@
4403,0857,01,05,R,20260221,25,6,O,0500,1,2,00,9@
4404,0857,02,05,R,20260221,25,6,O,0010,1,2,02,?B@
4405,0857,03,05,R,20260221,25,6,O,0561,1,2,03,>@
4406,0857,04,05,R,20260221,25,6,O,0555,1,1,07,Y@
4407,0857,05,05,R,20260221,25,6,O,0551,1,1,07,`m@
4408,0857,06,05,R,20260221,25,6,O,0556,1,1,07,I@
4409,0857,07,05,R,20260221,25,6,O,0556,1,1,07,7@
4410,0858,01,05,R,20260221,91,9,O,0213,4,4,08,?_@
4411,0859,01,05,R,20260221,24,8,O,0325,3,3,18,d@
4412,0860,01,05,R,20260221,35,2,O,0001,1,2,00,5@
4413,0860,02,05,R,20260221,35,2,O,0010,1,2,02,?K@
4414,0860,03,05,R,20260221,35,2,O,0022,1,1,01,@
4415,0860,04,05,R,20260221,35,2,O,0043,1,2,03,?K@
4416,0860,05,05,R,20260221,35,2,O,0053,1,2,12,@
4417,0861,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4418,0861,02,05,R,20260221,35,2,O,0010,1,2,02,?K@
4419,0861,03,05,R,20260221,33,3,O,0022,1,1,01,@
4420,0861,04,05,R,20260221,35,2,O,0043,1,2,03,?K@
4421,0861,05,05,R,20260221,35,2,O,0053,1,2,12,@
4422,0862,01,05,R,20260221,48,2,O,0006,1,2,00,7@
4423,0862,02,05,R,20260221,48,2,O,0040,1,1,01,>@
4424,0862,03,05,R,20260221,48,2,O,0046,1,2,03,?L@
4425,0862,04,05,R,20260221,48,2,O,0019,1,1,01,.@
4426,0862,05,05,R,20260221,48,2,O,0044,1,2,03,I@
4427,0862,06,05,R,20260221,48,2,O,0053,1,2,12,@
4428,0863,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4429,0863,02,05,R,20260221,33,3,O,0022,1,1,01,@
4430,0863,03,05,R,20260221,12,2,O,0042,1,2,03,?Q@
4431,0863,04,05,R,20260221,12,2,O,0053,1,2,12,@
4432,0864,01,05,R,20260221,35,2,O,0003,1,2,00,9@
4433,0864,02,05,R,20260221,35,2,O,0022,1,1,01,@
4434,0864,03,05,R,20260221,35,2,O,0042,1,2,03,I@
4435,0864,04,05,R,20260221,35,2,O,0076,1,1,06,?g@
4436,0864,05,05,R,20260221,35,2,O,0078,1,1,06,9@
4437,0864,06,05,R,20260221,35,2,O,0053,1,2,12,@
4438,0864,07,05,R,20260221,99,9,O,0067,1,1,06,D@
4439,0864,08,05,R,20260221,35,2,O,0007,1,2,02,@V@
4440,0865,01,05,R,20260221,08,3,O,0003,1,2,00,9@
4441,0865,02,05,R,20260221,08,3,O,0022,1,1,01,@
4442,0865,03,05,R,20260221,41,2,O,0042,1,2,03,I@
4443,0865,04,05,R,20260221,41,2,O,0076,1,1,06,?g@
4444,0865,05,05,R,20260221,08,3,O,0078,1,1,06,9@
4445,0865,06,05,R,20260221,41,2,O,0053,1,2,12,@
4446,0865,07,05,R,20260221,41,2,O,0007,1,2,02,@V@
4447,0865,08,05,R,20260221,41,2,O,0013,1,1,09,?]@
4448,0865,09,05,R,20260221,41,2,O,0034,1,1,01,&@
4449,0865,10,05,R,20260221,08,3,O,0029,1,1,09,4@
4450,0866,01,05,R,20260221,12,2,O,0003,1,2,00,9@
4451,0866,02,05,R,20260221,12,2,O,0022,1,1,01,@
4452,0866,03,05,R,20260221,12,2,O,0042,1,2,03,I@
4453,0866,04,05,R,20260221,12,2,O,0063,1,1,04,?a@
4454,0866,05,05,R,20260221,12,2,O,0065,1,1,04,>@
4455,0866,06,05,R,20260221,12,2,O,0076,1,1,06,`c@
4456,0866,07,05,R,20260221,12,2,O,0078,1,1,06,4@
4457,0866,08,05,R,20260221,12,2,O,0007,1,2,02,@V@
4458,0866,09,05,R,20260221,12,2,O,0521,1,1,01,.@
4459,0866,10,05,R,20260221,12,2,O,0512,1,1,01,?W@
4460,0867,01,05,R,20260221,33,3,O,0101,2,2,00,5@
4461,0867,02,05,R,20260221,41,2,O,0136,2,2,02,?H@
4462,0867,03,05,R,20260221,41,2,O,0147,2,2,03,"""@"
4463,0867,04,05,R,20260221,41,2,O,0150,2,2,12,@
4464,0868,01,05,R,20260221,33,3,O,0001,1,2,00,5@
4465,0868,02,05,R,20260221,35,2,O,0037,1,2,02,?I@
4466,0868,03,05,R,20260221,33,3,O,0022,1,1,01,@
4467,0868,04,05,R,20260221,35,2,O,0041,1,2,03,6@
4468,0868,05,05,R,20260221,35,2,O,0053,1,2,12,@
4469,0869,01,05,R,20260221,31,2,O,0003,1,2,00,9@
4470,0869,02,05,R,20260221,31,2,O,0022,1,1,01,@
4471,0869,03,05,R,20260221,31,2,O,0043,1,2,03,I@
4472,0869,04,05,R,20260221,31,2,O,0064,1,1,04,?q@
4473,0869,05,05,R,20260221,31,2,O,0065,1,1,04,>@
4474,0869,06,05,R,20260221,31,2,O,0053,1,2,12,@
4475,0869,07,05,R,20260221,31,2,O,0007,1,2,02,@
4476,0869,08,05,R,20260221,31,2,O,0007,1,2,02,?Y@
4477,0870,01,05,R,20260222,08,3,O,0001,1,2,00,5@
4478,0870,02,05,R,20260222,08,3,O,0022,1,1,01,@
4479,0870,03,05,R,20260222,41,2,O,0043,1,2,03,?Q@
4480,0870,04,05,R,20260222,41,2,O,0053,1,2,12,@
4481,0871,01,05,R,20260222,41,2,O,0001,1,2,00,5@
4482,0871,02,05,R,20260222,41,2,O,0022,1,1,01,@
4483,0871,03,05,R,20260222,41,2,O,0043,1,2,03,?Q@
4484,0871,04,05,R,20260222,41,2,O,0053,1,2,12,@
4485,0872,01,05,R,20260222,12,2,O,0008,1,2,02,?F@
